name,sex,births,year
Brooke,F,267,1991
Ben,M,133,1991
Alice,F,112,1991
Anthony,M,393,1991
Michelle,F,267,1991
Todd,M,130,1991
Jessie,F,112,1991
Blake,M,382,1991
Kayla,F,251,1991
Beau,M,129,1991
Kathryn,F,109,1991
Matthew,M,1527,1990
Jessica,F,1736,1990
Rhys,M,203,1990
Katie,F,154,1990
Daniel,M,1442,1990
Sarah,F,1006,1990
Simon,M,200,1990
Lucy,F,153,1990
Joshua,M,1283,1990
Emma,F,848,1990
Kyle,M,195,1990
Rachael,F,149,1990
Michael,M,1183,1990
Samantha,F,729,1990
Jordan,M,184,1990
Jenna,F,144,1990
Christopher,M,1148,1990
Rebecca,F,693,1990
Jeremy,M,183,1990
Stacey,F,140,1990
James,M,1132,1990
Lauren,F,579,1990
Liam,M,174,1990
Grace,F,140,1990
Benjamin,M,1030,1990
Stephanie,F,547,1990
Jonathan,M,171,1990
Tegan,F,139,1990
Andrew,M,955,1990
Amy,F,544,1990
Shaun,M,167,1990
Jacqueline,F,137,1990
Luke,M,856,1990
Emily,F,531,1990
Corey,M,167,1990
Amber,F,136,1990
Mitchell,M,836,1990
Nicole,F,487,1990
Richard,M,166,1990
Casey,F,134,1990
Thomas,M,819,1990
Melissa,F,483,1990
Adrian,M,158,1990
Ashlee,F,133,1990
David,M,749,1990
Laura,F,473,1990
Trent,M,149,1990
Jessie,F,133,1990
Nicholas,M,702,1990
Ashleigh,F,418,1990
Zachary,M,144,1990
Monique,F,132,1990
Nathan,M,674,1990
Amanda,F,414,1990
Ben,M,140,1990
Kathryn,F,130,1990
Samuel,M,659,1990
Natalie,F,378,1990
Ashley,M,132,1990
Jasmine,F,130,1990
Adam,M,624,1990
Kate,F,373,1990
George,M,130,1990
Aimee,F,126,1990
Timothy,M,623,1990
Hannah,F,363,1990
Brett,M,129,1990
Catherine,F,126,1990
Ryan,M,579,1990
Rachel,F,340,1990
Todd,M,128,1990
Victoria,F,124,1990
Alexander,M,516,1990
Alexandra,F,340,1990
Alex,M,128,1990
Simone,F,124,1990
Aaron,M,472,1990
Elizabeth,F,330,1990
Sam,M,128,1990
Amelia,F,122,1990
Robert,M,439,1990
Danielle,F,329,1990
Beau,M,127,1990
Renee,F,121,1990
John,M,431,1990
Hayley,F,316,1990
Phillip,M,126,1990
Jamie,F,121,1990
Scott,M,417,1990
Michelle,F,293,1990
Edward,M,122,1990
Sally,F,119,1990
Justin,M,397,1990
Ashley,F,288,1990
Damien,M,122,1990
Georgia,F,119,1990
Mark,M,395,1990
Lisa,F,270,1990
Kurt,M,120,1990
Holly,F,116,1990
William,M,730,2009
Isabella,F,604,2009
Angus,M,188,2009
Maya,F,128,2009
Jack,M,645,2009
Chloe,F,593,2009
Nathan,M,182,2009
Paige,F,128,2009
Lachlan,M,600,2009
Charlotte,F,564,2009
Cameron,M,181,2009
Jade,F,127,2009
Cooper,M,588,2009
Olivia,F,554,2009
Nate,M,174,2009
Mikayla,F,126,2009
Joshua,M,576,2009
Mia,F,548,2009
Elijah,M,174,2009
Anna,F,119,2009
Thomas,M,566,2009
Emily,F,507,2009
Aidan,M,171,2009
Ivy,F,115,2009
Oliver,M,554,2009
Sophie,F,478,2009
Caleb,M,169,2009
Imogen,F,113,2009
Noah,M,531,2009
Ella,F,478,2009
Mitchell,M,167,2009
Alexis,F,110,2009
Ethan,M,505,2009
Sienna,F,477,2009
Kai,M,167,2009
Sofia,F,110,2009
Riley,M,501,2009
Amelia,F,465,2009
Gabriel,M,165,2009
Kayla,F,110,2009
James,M,494,2009
Ruby,F,464,2009
Marcus,M,164,2009
Gabriella,F,110,2009
Lucas,M,489,2009
Ava,F,455,2009
Anthony,M,158,2009
Amber,F,109,2009
Samuel,M,473,2009
Lily,F,441,2009
Hunter,M,158,2009
Stella,F,108,2009
Benjamin,M,460,2009
Grace,F,402,2009
Alex,M,158,2009
Keira,F,107,2009
Daniel,M,420,2009
Jessica,F,340,2009
Andrew,M,157,2009
Phoebe,F,106,2009
Liam,M,401,2009
Matilda,F,328,2009
Callum,M,157,2009
Eliza,F,105,2009
Max,M,395,2009
Zoe,F,313,2009
Patrick,M,155,2009
Taylor,F,105,2009
Alexander,M,388,2009
Hannah,F,300,2009
Toby,M,154,2009
Amelie,F,102,2009
Ryan,M,377,2009
Emma,F,271,2009
Hamish,M,153,2009
Poppy,F,99,2009
Jacob,M,371,2009
Sarah,F,266,2009
Sebastian,M,153,2009
Alice,F,98,2009
Isaac,M,349,2009
Georgia,F,249,2009
Luca,M,151,2009
Angelina,F,98,2009
Matthew,M,339,2009
Jasmine,F,246,2009
Zac,M,145,2009
Madeline,F,98,2009
Jayden,M,328,2009
Lucy,F,246,2009
Jett,M,143,2009
Amy,F,98,2009
Charlie,M,309,2009
Zara,F,226,2009
George,M,142,2009
Alexandra,F,97,2009
Tyler,M,295,2009
Sophia,F,221,2009
Charles,M,140,2009
Isabel,F,97,2009
Jack,M,665,2008
Mia,F,548,2008
Aidan,M,156,2008
Bella,F,113,2008
William,M,660,2008
Chloe,F,544,2008
Zachary,M,156,2008
Layla,F,112,2008
Lachlan,M,581,2008
Isabella,F,513,2008
Ashton,M,154,2008
Phoebe,F,111,2008
Joshua,M,563,2008
Emily,F,507,2008
Anthony,M,152,2008
Isabel,F,110,2008
Cooper,M,533,2008
Olivia,F,490,2008
Patrick,M,152,2008
Caitlin,F,109,2008
Riley,M,492,2008
Ella,F,467,2008
Sebastian,M,150,2008
Keira,F,108,2008
Thomas,M,479,2008
Charlotte,F,458,2008
Andrew,M,146,2008
Angelina,F,103,2008
Oliver,M,473,2008
Sienna,F,412,2008
Kai,M,141,2008
Gabriella,F,103,2008
James,M,460,2008
Sophie,F,410,2008
Toby,M,140,2008
Lauren,F,102,2008
Benjamin,M,459,2008
Ava,F,401,2008
Xavier,M,140,2008
Mackenzie,F,102,2008
Ethan,M,456,2008
Amelia,F,395,2008
Cody,M,134,2008
Annabelle,F,100,2008
Daniel,M,407,2008
Grace,F,372,2008
Hunter,M,132,2008
Madeleine,F,99,2008
Noah,M,398,2008
Lily,F,341,2008
Caleb,M,130,2008
Kayla,F,98,2008
Samuel,M,398,2008
Matilda,F,339,2008
David,M,129,2008
Abbey,F,96,2008
Liam,M,388,2008
Ruby,F,336,2008
Marcus,M,129,2008
Anna,F,96,2008
Ryan,M,364,2008
Jessica,F,316,2008
George,M,128,2008
Stephanie,F,96,2008
Alexander,M,363,2008
Zoe,F,315,2008
Jesse,M,128,2008
Laura,F,94,2008
Max,M,337,2008
Hannah,F,305,2008
Christopher,M,127,2008
Natalie,F,94,2008
Jacob,M,334,2008
Sarah,F,275,2008
Aaron,M,122,2008
Sofia,F,94,2008
Jayden,M,329,2008
Emma,F,260,2008
Hamish,M,122,2008
Alexandra,F,93,2008
Matthew,M,312,2008
Georgia,F,233,2008
Levi,M,122,2008
Alexis,F,93,2008
Lucas,M,308,2008
Jasmine,F,229,2008
Alex,M,116,2008
Stella,F,93,2008
Isaac,M,303,2008
Lucy,F,207,2008
Charles,M,116,2008
Savannah,F,92,2008
Luke,M,282,2008
Madison,F,204,2008
Finn,M,110,2008
Isla,F,91,2008
Nicholas,M,278,2008
Sophia,F,194,2008
Joel,M,109,2008
Amelie,F,89,2008
Jack,M,707,2007
Isabella,F,531,2007
Toby,M,161,2007
Maya,F,113,2007
William,M,643,2007
Ella,F,517,2007
Aidan,M,158,2007
Summer,F,113,2007
Joshua,M,629,2007
Emily,F,508,2007
Alex,M,156,2007
Kiara,F,113,2007
Lachlan,M,601,2007
Chloe,F,469,2007
Christopher,M,156,2007
Angelina,F,112,2007
Thomas,M,591,2007
Mia,F,460,2007
Ashton,M,150,2007
Natalie,F,111,2007
Riley,M,506,2007
Olivia,F,455,2007
Xavier,M,147,2007
Phoebe,F,111,2007
Cooper,M,502,2007
Charlotte,F,431,2007
Andrew,M,145,2007
Molly,F,108,2007
James,M,455,2007
Sophie,F,402,2007
Connor,M,144,2007
Abbey,F,106,2007
Noah,M,440,2007
Sienna,F,380,2007
Sebastian,M,136,2007
Eliza,F,104,2007
Ethan,M,436,2007
Jessica,F,371,2007
Cody,M,132,2007
Anna,F,103,2007
Daniel,M,432,2007
Ava,F,370,2007
Marcus,M,130,2007
Sofia,F,102,2007
Oliver,M,427,2007
Lily,F,365,2007
Aiden,M,129,2007
Kate,F,100,2007
Ryan,M,423,2007
Hannah,F,356,2007
Hunter,M,128,2007
Mikayla,F,97,2007
Samuel,M,419,2007
Grace,F,318,2007
Jonathan,M,125,2007
Madeleine,F,97,2007
Benjamin,M,377,2007
Amelia,F,317,2007
Seth,M,124,2007
Isabel,F,95,2007
Matthew,M,375,2007
Sarah,F,303,2007
John,M,122,2007
Layla,F,95,2007
Liam,M,369,2007
Ruby,F,284,2007
Charles,M,121,2007
Kayla,F,94,2007
Lucas,M,365,2007
Zoe,F,284,2007
Caleb,M,120,2007
Amber,F,93,2007
Alexander,M,363,2007
Georgia,F,276,2007
Joel,M,120,2007
Ashley,F,93,2007
Jayden,M,350,2007
Emma,F,271,2007
Kai,M,119,2007
Savannah,F,93,2007
Jacob,M,344,2007
Jasmine,F,231,2007
Callum,M,116,2007
Ellie,F,92,2007
Luke,M,340,2007
Lucy,F,212,2007
Zac,M,116,2007
Rachel,F,91,2007
Nicholas,M,317,2007
Madison,F,199,2007
Mason,M,115,2007
Gabrielle,F,90,2007
Harrison,M,299,2007
Sophia,F,193,2007
David,M,112,2007
Mackenzie,F,89,2007
Isaac,M,263,2007
Chelsea,F,191,2007
George,M,112,2007
Alexandra,F,89,2007
Jack,M,720,2006
Chloe,F,519,2006
Andrew,M,158,2006
Paige,F,106,2006
Joshua,M,660,2006
Charlotte,F,488,2006
Anthony,M,157,2006
Mackenzie,F,104,2006
William,M,625,2006
Ella,F,475,2006
Sebastian,M,154,2006
Mikayla,F,104,2006
Lachlan,M,605,2006
Emily,F,474,2006
Tony,M,154,2006
Brooke,F,103,2006
Thomas,M,569,2006
Olivia,F,465,2006
Christopher,M,152,2006
Kate,F,103,2006
James,M,531,2006
Jessica,F,440,2006
Caleb,M,147,2006
Annabelle,F,102,2006
Daniel,M,457,2006
Isabella,F,415,2006
Joel,M,137,2006
Abigail,F,100,2006
Noah,M,413,2006
Mia,F,394,2006
Marcus,M,136,2006
Lilly,F,100,2006
Ryan,M,408,2006
Sophie,F,383,2006
Aidan,M,135,2006
Eliza,F,98,2006
Ethan,M,404,2006
Sienna,F,332,2006
Henry,M,133,2006
Ellie,F,97,2006
Benjamin,M,398,2006
Amelia,F,317,2006
Alex,M,131,2006
Natalie,F,97,2006
Samuel,M,392,2006
Grace,F,314,2006
Callum,M,129,2006
Zara,F,97,2006
Cooper,M,389,2006
Hannah,F,311,2006
Seth,M,126,2006
Eva,F,96,2006
Alexander,M,380,2006
Lily,F,306,2006
Kai,M,125,2006
Amber,F,94,2006
Liam,M,378,2006
Georgia,F,288,2006
Aiden,M,124,2006
Claire,F,94,2006
Matthew,M,378,2006
Sarah,F,284,2006
Hamish,M,120,2006
Scarlett,F,93,2006
Luke,M,367,2006
Ava,F,283,2006
David,M,119,2006
Summer,F,93,2006
Oliver,M,354,2006
Zoe,F,264,2006
Charles,M,118,2006
Ashley,F,89,2006
Nicholas,M,339,2006
Emma,F,262,2006
Jonathan,M,118,2006
Isabel,F,88,2006
Jacob,M,324,2006
Jasmine,F,244,2006
Sean,M,118,2006
Stephanie,F,88,2006
Riley,M,320,2006
Ruby,F,229,2006
Brodie,M,116,2006
Brianna,F,87,2006
Harrison,M,309,2006
Hayley,F,198,2006
Cody,M,113,2006
Kiara,F,87,2006
Jake,M,280,2006
Sophia,F,192,2006
George,M,113,2006
Madeleine,F,84,2006
Lucas,M,275,2006
Lucy,F,189,2006
Brayden,M,112,2006
Claudia,F,83,2006
Jayden,M,268,2006
Chelsea,F,181,2006
Dominic,M,112,2006
Makayla,F,83,2006
Jack,M,900,2005
Olivia,F,566,2005
Caleb,M,167,2005
Phoebe,F,116,2005
Lachlan,M,743,2005
Charlotte,F,561,2005
Lucas,M,167,2005
Tara,F,116,2005
William,M,689,2005
Emily,F,553,2005
Joel,M,159,2005
Abigail,F,112,2005
Joshua,M,687,2005
Chloe,F,527,2005
Alex,M,157,2005
Claudia,F,111,2005
Thomas,M,673,2005
Ella,F,524,2005
Sebastian,M,154,2005
Ellie,F,111,2005
James,M,577,2005
Jessica,F,500,2005
Aidan,M,153,2005
Matilda,F,111,2005
Ryan,M,527,2005
Isabella,F,484,2005
Christopher,M,150,2005
Angelina,F,109,2005
Daniel,M,525,2005
Sophie,F,445,2005
Aiden,M,142,2005
Anna,F,107,2005
Matthew,M,477,2005
Mia,F,374,2005
Jesse,M,141,2005
Stephanie,F,106,2005
Samuel,M,476,2005
Emma,F,364,2005
Brayden,M,140,2005
Natasha,F,106,2005
Ethan,M,470,2005
Grace,F,363,2005
Aaron,M,136,2005
Mackenzie,F,104,2005
Luke,M,450,2005
Sarah,F,349,2005
Cody,M,133,2005
Kate,F,104,2005
Benjamin,M,442,2005
Hannah,F,322,2005
Henry,M,132,2005
Zara,F,104,2005
Nicholas,M,441,2005
Sienna,F,321,2005
Dominic,M,132,2005
Jorja,F,102,2005
Liam,M,431,2005
Lily,F,317,2005
Marcus,M,130,2005
Mikayla,F,102,2005
Noah,M,428,2005
Amelia,F,314,2005
Toby,M,129,2005
Amber,F,101,2005
Alexander,M,411,2005
Georgia,F,309,2005
George,M,128,2005
Abby,F,100,2005
Jacob,M,400,2005
Zoe,F,286,2005
Ashton,M,122,2005
Lilly,F,99,2005
Dylan,M,378,2005
Jasmine,F,280,2005
John,M,121,2005
Erin,F,99,2005
Riley,M,347,2005
Ruby,F,267,2005
Callum,M,119,2005
Brooke,F,98,2005
Oliver,M,343,2005
Hayley,F,256,2005
Justin,M,118,2005
Maya,F,96,2005
Cooper,M,331,2005
Ava,F,223,2005
Xavier,M,115,2005
Eliza,F,96,2005
Jayden,M,312,2005
Lucy,F,211,2005
Declan,M,115,2005
Eva,F,95,2005
Harrison,M,306,2005
Jade,F,210,2005
Mason,M,113,2005
Summer,F,95,2005
Max,M,297,2005
Caitlin,F,206,2005
Zac,M,112,2005
Rebecca,F,94,2005
Jack,M,864,2004
Emily,F,621,2004
Christopher,M,172,2004
Gabrielle,F,127,2004
Joshua,M,792,2004
Chloe,F,541,2004
Sebastian,M,161,2004
Sienna,F,126,2004
Lachlan,M,776,2004
Olivia,F,532,2004
Logan,M,158,2004
Mackenzie,F,124,2004
Thomas,M,731,2004
Sophie,F,511,2004
Charlie,M,157,2004
Natasha,F,123,2004
William,M,666,2004
Jessica,F,509,2004
Aidan,M,154,2004
Tara,F,123,2004
James,M,608,2004
Charlotte,F,502,2004
Alex,M,153,2004
Rachel,F,122,2004
Ethan,M,592,2004
Ella,F,471,2004
Jesse,M,151,2004
Brianna,F,122,2004
Samuel,M,572,2004
Isabella,F,460,2004
Christian,M,148,2004
Angelina,F,122,2004
Daniel,M,572,2004
Sarah,F,396,2004
John,M,148,2004
Isabelle,F,121,2004
Ryan,M,546,2004
Emma,F,392,2004
Cody,M,146,2004
Mikayla,F,119,2004
Benjamin,M,499,2004
Grace,F,386,2004
George,M,145,2004
Taylah,F,119,2004
Nicholas,M,496,2004
Mia,F,384,2004
David,M,143,2004
Ashleigh,F,116,2004
Matthew,M,492,2004
Hannah,F,363,2004
Callum,M,143,2004
Alexandra,F,115,2004
Luke,M,489,2004
Georgia,F,353,2004
Justin,M,139,2004
Kate,F,114,2004
Liam,M,466,2004
Jasmine,F,331,2004
Ashton,M,138,2004
Ava,F,113,2004
Jacob,M,434,2004
Lily,F,311,2004
Lucas,M,137,2004
Erin,F,112,2004
Alexander,M,412,2004
Amelia,F,259,2004
Zac,M,137,2004
Maya,F,110,2004
Riley,M,390,2004
Zoe,F,258,2004
Brandon,M,136,2004
Taylor,F,103,2004
Dylan,M,384,2004
Hayley,F,238,2004
Hamish,M,135,2004
Paris,F,101,2004
Jayden,M,348,2004
Ruby,F,226,2004
Brock,M,135,2004
Eliza,F,99,2004
Jake,M,336,2004
Madison,F,225,2004
Marcus,M,131,2004
Claire,F,98,2004
Harrison,M,333,2004
Jade,F,220,2004
Peter,M,129,2004
Ebony,F,98,2004
Oliver,M,329,2004
Holly,F,218,2004
Flynn,M,129,2004
Victoria,F,97,2004
Cooper,M,319,2004
Maddison,F,216,2004
Kyle,M,123,2004
Abigail,F,96,2004
Max,M,318,2004
Alyssa,F,214,2004
Charles,M,121,2004
Ellie,F,96,2004
Joshua,M,689,2003
Emily,F,560,2003
Marcus,M,105,2003
Isabelle,F,84,2003
Jack,M,679,2003
Jessica,F,486,2003
Blake,M,104,2003
Madeleine,F,83,2003
Lachlan,M,586,2003
Chloe,F,404,2003
Jonathan,M,104,2003
Lauren,F,83,2003
Thomas,M,558,2003
Isabella,F,373,2003
Charlie,M,102,2003
Annabelle,F,83,2003
William,M,507,2003
Sarah,F,369,2003
Angus,M,101,2003
Mikayla,F,83,2003
Daniel,M,484,2003
Emma,F,333,2003
Brandon,M,100,2003
Amelia,F,82,2003
Benjamin,M,466,2003
Georgia,F,327,2003
Jeremy,M,100,2003
Madeline,F,81,2003
Nicholas,M,435,2003
Grace,F,322,2003
Hamish,M,99,2003
Eliza,F,80,2003
Matthew,M,429,2003
Ella,F,300,2003
Declan,M,99,2003
Paris,F,80,2003
Samuel,M,407,2003
Charlotte,F,284,2003
George,M,96,2003
Kate,F,78,2003
Liam,M,384,2003
Mia,F,235,2003
Zac,M,94,2003
Monique,F,77,2003
Luke,M,352,2003
Lily,F,230,2003
Timothy,M,93,2003
Jacinta,F,76,2003
Ryan,M,348,2003
Zoe,F,227,2003
Cody,M,92,2003
Gemma,F,76,2003
Jayden,M,309,2003
Jasmine,F,207,2003
Bradley,M,89,2003
Victoria,F,75,2003
Jordan,M,289,2003
Olivia,F,205,2003
Ali,M,88,2003
Alana,F,74,2003
Alexander,M,285,2003
Jade,F,184,2003
Harry,M,86,2003
Tayla,F,73,2003
Harrison,M,270,2003
Holly,F,175,2003
Sean,M,83,2003
Mackenzie,F,72,2003
James,M,255,2003
Caitlin,F,172,2003
Kai,M,81,2003
Alyssa,F,71,2003
Michael,M,245,2003
Amy,F,170,2003
Brodie,M,80,2003
Tiana,F,70,2003
Ethan,M,244,2003
Ruby,F,163,2003
Charles,M,79,2003
Ava,F,69,2003
Connor,M,243,2003
Hannah,F,159,2003
Brayden,M,79,2003
Kiara,F,69,2003
Mitchell,M,235,2003
Madison,F,158,2003
Adrian,M,78,2003
Ellie,F,68,2003
Adam,M,235,2003
Sophie,F,153,2003
Toby,M,77,2003
Alice,F,67,2003
Max,M,224,2003
Lucy,F,151,2003
Isaac,M,76,2003
Bethany,F,66,2003
Cooper,M,216,2003
Samantha,F,147,2003
Oscar,M,76,2003
Maya,F,66,2003
Joshua,M,965,2002
Emily,F,672,2002
Tyler,M,162,2002
Taylor,F,126,2002
Lachlan,M,815,2002
Jessica,F,609,2002
John,M,155,2002
Bianca,F,125,2002
Jack,M,814,2002
Chloe,F,545,2002
Aidan,M,151,2002
Erin,F,125,2002
Thomas,M,652,2002
Isabella,F,505,2002
Callum,M,150,2002
Tara,F,124,2002
Ethan,M,603,2002
Sarah,F,467,2002
Sebastian,M,145,2002
Isabelle,F,124,2002
Daniel,M,596,2002
Sophie,F,444,2002
Alex,M,140,2002
Tayla,F,124,2002
James,M,594,2002
Georgia,F,441,2002
Sean,M,138,2002
Sophia,F,123,2002
Nicholas,M,585,2002
Olivia,F,438,2002
Cody,M,137,2002
Paige,F,123,2002
William,M,579,2002
Grace,F,397,2002
Timothy,M,135,2002
Kate,F,122,2002
Benjamin,M,573,2002
Hannah,F,375,2002
Brandon,M,134,2002
Amber,F,122,2002
Matthew,M,534,2002
Ella,F,361,2002
Jonathan,M,130,2002
Mikayla,F,121,2002
Liam,M,528,2002
Emma,F,317,2002
Jeremy,M,130,2002
Amy,F,118,2002
Luke,M,516,2002
Jasmine,F,315,2002
Christian,M,129,2002
Natasha,F,118,2002
Samuel,M,469,2002
Charlott,F,296,2002
Jason,M,129,2002
Kiara,F,117,2002
Jacob,M,457,2002
Caitlin,F,288,2002
Declan,M,128,2002
Zoe,F,115,2002
Ryan,M,439,2002
Lauren,F,251,2002
Corey,M,126,2002
Monique,F,114,2002
Dylan,M,420,2002
Jade,F,240,2002
Jesse,M,126,2002
Rachel,F,113,2002
Alexander,M,403,2002
Maddison,F,221,2002
George,M,124,2002
Madeline,F,107,2002
Jayden,M,385,2002
Gabriell,F,220,2002
Lucas,M,122,2002
Claire,F,105,2002
Jordan,M,358,2002
Lily,F,214,2002
Peter,M,121,2002
Mackenzi,F,102,2002
Nathan,M,340,2002
Lara,F,207,2002
Justin,M,121,2002
Madelein,F,102,2002
Michael,M,335,2002
Madison,F,203,2002
Marcus,M,118,2002
Alicia,F,101,2002
Connor,M,314,2002
Holly,F,202,2002
Logan,M,117,2002
Victoria,F,99,2002
Mitchell,M,307,2002
Samantha,F,199,2002
Oscar,M,117,2002
Mia,F,99,2002
Harrison,M,307,2002
Hayley,F,198,2002
Bradley,M,111,2002
Alana,F,98,2002
Joshua,M,1013,2001
Jessica,F,717,2001
Tyler,M,175,2001
Bianca,F,132,2001
Jack,M,831,2001
Olivia,F,492,2001
John,M,168,2001
Brianna,F,132,2001
Lachlan,M,785,2001
Georgia,F,480,2001
Timothy,M,167,2001
Tahlia,F,122,2001
Thomas,M,742,2001
Isabella,F,475,2001
Bradley,M,165,2001
Gabrielle,F,122,2001
James,M,691,2001
Sophie,F,446,2001
Caleb,M,165,2001
Madeline,F,122,2001
Daniel,M,655,2001
Hannah,F,436,2001
Jesse,M,162,2001
Jennifer,F,117,2001
Nicholas,M,628,2001
Emma,F,419,2001
Justin,M,162,2001
Monique,F,117,2001
Matthew,M,621,2001
Emily,F,363,2001
Jeremy,M,160,2001
Ashley,F,116,2001
Benjamin,M,615,2001
Caitlin,F,341,2001
Brandon,M,157,2001
Claire,F,112,2001
William,M,595,2001
Chloe,F,290,2001
Jason,M,156,2001
Angela,F,110,2001
Jacob,M,552,2001
Zoe,F,284,2001
Jonathan,M,147,2001
Madeleine,F,104,2001
Luke,M,517,2001
Lauren,F,282,2001
Christia,M,143,2001
Abby,F,104,2001
Liam,M,511,2001
Jasmine,F,280,2001
Peter,M,141,2001
Holly,F,102,2001
Samuel,M,501,2001
Amy,F,274,2001
Alex,M,139,2001
Sophia,F,101,2001
Dylan,M,486,2001
Sarah,F,271,2001
Cody,M,139,2001
Victoria,F,99,2001
Ryan,M,485,2001
Madison,F,270,2001
Brendan,M,138,2001
Bethany,F,96,2001
Ethan,M,437,2001
Charlotte,F,265,2001
Corey,M,134,2001
Mikayla,F,93,2001
Nathan,M,436,2001
Samantha,F,260,2001
Henry,M,127,2001
Alicia,F,89,2001
Alexander,M,430,2001
Ella,F,250,2001
Sean,M,125,2001
Laura,F,88,2001
Michael,M,427,2001
Maddison,F,231,2001
Aidan,M,123,2001
Vanessa,F,86,2001
Jordan,M,412,2001
Jade,F,220,2001
Declan,M,121,2001
Kaitlyn,F,86,2001
Harrison,M,371,2001
Lily,F,207,2001
Oscar,M,117,2001
Mackenzie,F,85,2001
Mitchell,M,365,2001
Brooke,F,200,2001
Rhys,M,117,2001
Danielle,F,84,2001
Jake,M,361,2001
Ruby,F,196,2001
Robert,M,116,2001
Christina,F,84,2001
Cameron,M,313,2001
Lucy,F,194,2001
Marcus,M,116,2001
Nicole,F,84,2001
Joshua,M,846,2000
Jessica,F,653,2000
Brandon,M,157,2000
Amber,F,119,2000
Jack,M,738,2000
Emily,F,614,2000
Jason,M,154,2000
Alyssa,F,117,2000
Thomas,M,700,2000
Sarah,F,538,2000
Harry,M,153,2000
Monique,F,116,2000
Lachlan,M,683,2000
Georgia,F,473,2000
Timothy,M,152,2000
Isabelle,F,116,2000
Matthew,M,633,2000
Olivia,F,434,2000
Callum,M,138,2000
Brittany,F,114,2000
James,M,620,2000
Emma,F,395,2000
Justin,M,134,2000
Taylah,F,114,2000
Daniel,M,597,2000
Chloe,F,389,2000
Tyler,M,133,2000
Molly,F,113,2000
Nicholas,M,528,2000
Sophie,F,375,2000
Cody,M,130,2000
Ruby,F,113,2000
Benjamin,M,518,2000
Hannah,F,346,2000
Caleb,M,128,2000
Mia,F,109,2000
William,M,513,2000
Isabella,F,337,2000
Peter,M,124,2000
Kayla,F,107,2000
Ryan,M,469,2000
Caitlin,F,295,2000
Jarrod,M,124,2000
Phoebe,F,105,2000
Jacob,M,463,2000
Grace,F,264,2000
Sean,M,123,2000
Claire,F,104,2000
Samuel,M,453,2000
Samantha,F,251,2000
Brendan,M,120,2000
Erin,F,103,2000
Liam,M,446,2000
Amy,F,237,2000
Kevin,M,119,2000
Julia,F,103,2000
Luke,M,442,2000
Lauren,F,230,2000
Corey,M,117,2000
Sophia,F,101,2000
Dylan,M,389,2000
Jasmine,F,225,2000
Jonathan,M,116,2000
Ebony,F,99,2000
Michael,M,378,2000
Zoe,F,215,2000
Lucas,M,115,2000
Tahlia,F,99,2000
Mitchell,M,374,2000
Laura,F,206,2000
Aidan,M,113,2000
Jennifer,F,98,2000
Nathan,M,362,2000
Rebecca,F,193,2000
Logan,M,111,2000
Eliza,F,95,2000
Alexande,M,358,2000
Maddison,F,193,2000
Alex,M,110,2000
Kiara,F,93,2000
Ethan,M,337,2000
Brooke,F,192,2000
Rhys,M,107,2000
Lara,F,92,2000
Jordan,M,323,2000
Madison,F,191,2000
Jeremy,M,103,2000
Tara,F,92,2000
Jake,M,302,2000
Jade,F,184,2000
Christia,M,102,2000
Victoria,F,90,2000
Harrison,M,281,2000
Chelsea,F,183,2000
Robert,M,100,2000
Paige,F,88,2000
Andrew,M,277,2000
Charlotte,F,182,2000
George,M,99,2000
Megan,F,88,2000
Matthew,M,1864,1989
Jessica,F,1843,1989
Richard,M,207,1989
Claire,F,167,1989
Daniel,M,1673,1989
Sarah,F,1216,1989
Jonathan,M,201,1989
Jenna,F,166,1989
Christopher,M,1448,1989
Emma,F,1042,1989
Trent,M,200,1989
Katrina,F,165,1989
Joshua,M,1371,1989
Samantha,F,939,1989
Jeremy,M,197,1989
Rachael,F,164,1989
Michael,M,1318,1989
Rebecca,F,916,1989
Liam,M,178,1989
Alicia,F,158,1989
Benjamin,M,1203,1989
Lauren,F,668,1989
Jordan,M,177,1989
Tamara,F,157,1989
James,M,1193,1989
Amy,F,660,1989
Phillip,M,176,1989
Kirsty,F,155,1989
Luke,M,954,1989
Nicole,F,545,1989
Corey,M,172,1989
Vanessa,F,153,1989
David,M,907,1989
Emily,F,524,1989
Dylan,M,171,1989
Jasmine,F,149,1989
Nathan,M,868,1989
Stephanie,F,511,1989
Craig,M,169,1989
Monique,F,148,1989
Thomas,M,860,1989
Amanda,F,507,1989
Todd,M,165,1989
Zoe,F,146,1989
Mitchell,M,824,1989
Laura,F,498,1989
George,M,164,1989
Victoria,F,144,1989
Adam,M,793,1989
Ashleigh,F,496,1989
Brett,M,160,1989
Kathryn,F,141,1989
Nicholas,M,742,1989
Natalie,F,468,1989
Ashley,M,158,1989
Tegan,F,140,1989
Aaron,M,608,1989
Elizabeth,F,406,1989
Zachary,M,156,1989
Alice,F,140,1989
Samuel,M,608,1989
Rachel,F,394,1989
Adrian,M,154,1989
Casey,F,140,1989
Alexander,M,589,1989
Kate,F,386,1989
Ben,M,148,1989
Lucy,F,139,1989
Scott,M,551,1989
Lisa,F,331,1989
Troy,M,147,1989
Alison,F,137,1989
Jason,M,549,1989
Alexandra,F,329,1989
Alex,M,143,1989
Jacqueline,F,137,1989
Ryan,M,528,1989
Michelle,F,320,1989
Damien,M,143,1989
Christine,F,136,1989
Robert,M,528,1989
